Name,SMILES,PubChemID,CPE CLASS,IUPAC NAME,CAS,CAS (cactus),logKp,Reference,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Polar Surface Area,Rotatable Bonds,Aromatic Rings,sp3-Atoms,Drug status,DRUGBANK,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8 (SCAFFOLD name),Scaffold SMILES
N-Methyl-2-pyrrolidone,CN1CCCC1=O,13387,PYRROLIDONE,1-methylpyrrolidin-2-one,872-50-4,"26138-58-9,53774-35-9,57762-46-6,30207-69-3,51013-18-4,872-50-4",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",99.1325,0.0892,-0.475,2,0,20.31,0,0,4,investigational,DB12521,amide,,,,,,,Pyrrolidone,O=C1CCCN1
1-Methyl-3-dodecyl2-pyrrolidone,CCCCCCCCCCCCC1CCN(C1=O)C,67554224,PYRROLIDONE,3-dodecyl-1-methylpyrrolidin-2-one,,NA,,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",267.455,5.3569,-3.605,2,0,20.31,11,0,16,,,amide,,,,,,,Pyrrolidone,O=C1CCCN1
Glycohyocholate,CC(CCC(=O)NCC(=O)[O-])C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,121596236,STEROID,"2-(4-{4,5,7-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetate",-,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",464.62,0.1871,-4.247,7,4,129.92,6,0,28,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Taurolithocholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,439763,STEROID,"2-(4-{7-hydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",-,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",483.711,01.02,-4.794,6,3,112.08,7,0,28,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Taurohyocholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,11954195,STEROID,"2-(4-{4,5,7-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",32747-07-2,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",515.7090000000001,1.2391,-3.9960000000000004,8,5,152.54,7,0,30,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Glycodeoxycholic acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,3035026,STEROID,"2-(4-{7,11-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetic acid",360-65-6,NA,,"Pavlović, N., Goločorbin-Kon, S., Ðanić, M., Stanimirov, B., Al-Salami, H., Stankov, K., & Mikov, M. (2018). Bile acids and their derivatives as potential modifiers of drug release and pharmacokinetic profiles. Frontiers in pharmacology, 9, 1283.",449.629,3.1152,-4.646,6,4,106.86,6,0,27,,,amide,,,,,,acidic oxygen,Gonane,C1CCC2C(C1)CCC1C3CCCC3CCC21
Lithocholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,9903,STEROID,"4-{7-hydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanoic acid",434-13-9,NA,,"Pavlović, N., Goločorbin-Kon, S., Ðanić, M., Stanimirov, B., Al-Salami, H., Stankov, K., & Mikov, M. (2018). Bile acids and their derivatives as potential modifiers of drug release and pharmacokinetic profiles. Frontiers in pharmacology, 9, 1283.",376.579,4.8836,-5.278,3,2,57.53,4,0,25,,,,,,,,,acidic oxygen,Gonane,C1CCC2C(C1)CCC1C3CCCC3CCC21
Glycolithocholate,CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,115245,STEROID,"2-(4-{7-hydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetic acid",474-74-8,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",433.63,3.9673,-5.045,5,3,86.63,6,0,26,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Glycocholate,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,10140,STEROID,"2-(4-{4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetic acid",475-31-0,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",465.62800000000004,01.02,-4.247,7,5,127.09,6,0,28,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Taurochenodeoxycholic acid,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,387316,STEROID,"2-(4-{4,7-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",516-35-8,NA,,"Pavlović, N., Goločorbin-Kon, S., Ðanić, M., Stanimirov, B., Al-Salami, H., Stankov, K., & Mikov, M. (2018). Bile acids and their derivatives as potential modifiers of drug release and pharmacokinetic profiles. Frontiers in pharmacology, 9, 1283.",499.71,2.0912,-4.395,7,4,132.31,7,0,29,experimental,DB08833,amide,,,,,,acidic oxygen,Gonane,C1CCC2C(C1)CCC1C3CCCC3CCC21
Taurochenodeoxycholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C,387316,STEROID,"2-(4-{4,7-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",516-35-8,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",499.71,01.02,-4.395,7,4,132.31,7,0,29,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Taurodeoxycholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,2733768,STEROID,"2-(4-{7,11-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",516-50-7,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",499.71,01.02,-4.395,7,4,132.31,7,0,29,,,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
Glycochenodeoxycholic acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,12544,STEROID,"2-(4-{4,7-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetic acid",640-79-9,NA,,"Pavlović, N., Goločorbin-Kon, S., Ðanić, M., Stanimirov, B., Al-Salami, H., Stankov, K., & Mikov, M. (2018). Bile acids and their derivatives as potential modifiers of drug release and pharmacokinetic profiles. Frontiers in pharmacology, 9, 1283.",449.629,3.1152,-4.646,6,4,106.86,6,0,27,experimental,DB02123,amide,,,,,,acidic oxygen,Gonane,C1CCC2C(C1)CCC1C3CCCC3CCC21
CHAPS,CC(CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,107670,STEROID,"3-{dimethyl[3-(4-{4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)propyl]azaniumyl}propane-1-sulfonate",75621-03-3,NA,,"Pandey A, Mittal A, Chauhan N, Alam S (2014) Role of Surfactants as Penetration Enhancer in Transdermal Drug Delivery System. J Mol
Pharm Org Process Res 2: 113. doi: 10.4172/2329-9053.1000113",614.886,-2.3377,-3.694,9,4,155.37,12,0,37,,,amide,amine,alkyl-amine,,,,acidic oxygen,Gonane,C1CCC2C(C1)CCC1C3CCCC3CCC21
Triamcinolone acetonide,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,6436,STEROID,"12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosa-14,17-dien-16-one",76-25-5,NA,-4.69,"Siddiqui O, Roberts MS, Polack AE. Pexcutaneous absorption of steroids: relative contributions of epidermal penetration and dermal clearance. J.Pharmacokinet.Biopharm. 1989; 17(4): 405‐424",434.50199999999995,1.3319999999999999,-3.661,6,2,93.06,2,0,22,,,,,,,,,,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
Taurocholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,6675,STEROID,"2-(4-{4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)ethane-1-sulfonic acid",81-24-3,NA,,"Moghimipour, Eskandar, Abdulghani Ameri, and Somayeh Handali. ""Absorption-enhancing effects of bile salts."" Molecules 20.8 (2015): 14451-14473.",515.7090000000001,1.2391,-3.9960000000000004,8,5,152.54,7,0,30,approved; experimental,DB04348,amides,,,,,,acidic oxygens,,C1CCC2C(C1)CCC1C3CCCC3CCC21
"1-(3,7-Dimethylocta-2,6-dienyl)pyrrolidine-2,5-dione (Azone_analog-270)",CC(C)=CCCC(C)=CCN1C(=O)CCC1=O,190630,SUCCINIMIDE,"1-(3,7-dimethylocta-2,6-dien-1-yl)pyrrolidine-2,5-dione",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",235.326,3.3641,-2.169,3,0,37.38,5,0,8,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"1-Dodecylpyrrolidine-2,5-dione (Azone_analog-269)",CCCCCCCCCCCCN1C(=O)CCC1=O,21472966,SUCCINIMIDE,"1-dodecylpyrrolidine-2,5-dione",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",267.411,4.4733,-3.457,3,0,37.38,11,0,14,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Hexyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-340)",CCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,70686386,SUCCINIMIDE,"hexyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",297.393,3.1224,-2.82,5,0,63.68,12,0,14,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Heptyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-341)",CCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,70696783,SUCCINIMIDE,"heptyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",311.42,3.5768,-3.09,5,0,63.68,13,0,15,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Octyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-342)",CCCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,70686387,SUCCINIMIDE,"octyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",325.447,4.0312,-3.36,5,0,63.68,14,0,16,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Nonyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-343)",CCCCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,70682128,SUCCINIMIDE,"nonyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",339.474,4.4856,-3.63,5,0,63.68,15,0,17,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Decyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-344)",CCCCCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,56837637,SUCCINIMIDE,"decyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",353.501,4.94,-3.9,5,0,63.68,16,0,18,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Undecyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-345)",CCCCCCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,56837638,SUCCINIMIDE,"undecyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",367.528,5.3944,-4.17,5,0,63.68,17,0,19,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
"Dodecyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate (Azone_analog-346)",CCCCCCCCCCCCOC(=O)CCCCCN1C(=O)CCC1=O,70684243,SUCCINIMIDE,"dodecyl 6-(2,5-dioxopyrrolidin-1-yl)hexanoate",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",381.555,5.8488,-4.44,5,0,63.68,18,0,20,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
N-Methylsuccinimide (Azone_analog-268),CN1C(=O)CCC1=O,70717,SUCCINIMIDE,"1-methylpyrrolidine-2,5-dione",1121-07-9,1121-07-9,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",113.116,-0.47700000000000004,-0.457,3,0,37.38,0,0,3,,,amide,,,,,,,"2,5-Pyrrolidinedione",O=C1CCC(=O)N1
Tyloxapol,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O.C=O.C(CO)O,16219992,SURF,"4-(2,4,4-trimethylpentan-2-yl)phenol; ethane-1,2-diol; formaldehyde",-,NA,,"Schäfer-Korting, M., Mehnert, W., & Korting, H. C. (2007). Lipid nanoparticles for improved topical application of drugs for skin diseases. Advanced drug delivery reviews, 59(6), 427-443.",298.421,4.5887,-3.3569999999999998,1,1,20.23,3,1,9,,,,,,,,,,Benzene,c1ccccc1
Polysorbate 80,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,5284448,SURF,"2-{2-[3,5-bis(2-hydroxyethoxy)oxolan-2-yl]-2-(2-hydroxyethoxy)ethoxy}ethyl octadec-9-enoate",-,NA,,"Pandey, A., Mittal, A., Chauhan, N., & Alam, S. (2014). Role of surfactants as penetration enhancer in transdermal drug delivery system. J Mol Pharm Org Process Res, 2(113), 2-7.",604.818,5.3068,-4.334,10,3,133.14,31,0,38,,,,,,,,,,Tetrahydrofuran,C1CCOC1
Sucrose monostearate,CCCCCCCCCCCCCCCCCC(=O)OC1C(O)C(CO)OC1(CO)OC2OC(CO)C(O)C(O)C2O,14515659,SURF,"4-hydroxy-2,5-bis(hydroxymethyl)-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxolan-3-yl octadecanoate",-,NA,,"Ghafourian, T., Nokhodchi, A., & Kaialy, W. (2015). Surfactants as penetration enhancers for dermal and transdermal drug delivery. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 207-230). Springer, Berlin, Heidelberg.",608.763,3.1448,-4.048,12,7,195.6,23,0,40,,,,,,,,,,Tetrahydrofuran,C1CCC(OC2CCCO2)OC1
Docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,11339,SURF,"1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonic acid",10041-19-7,"147-89-7,21954-86-9,123344-03-6",,"Vejnovic, I., Simmler, L., & Betz, G. (2010). Investigation of different formulations for drug delivery through the nail plate. International journal of pharmaceutics, 386(1-2), 185-194.",422.58099999999996,3.6341,-3.5,7,1,115.35,18,0,22,approved,DB11089,,,,,,,acidic oxygen,,
Dodecyltrimethylammonium,CCCCCCCCCCCC[N+](C)(C)C,8153,SURF,dodecyltrimethylazanium,10182-91-9,NA,,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",228.442,1.8769,-2.542,1,0,0.0,11,0,16,approved,DB01718,,amine,alkyl-amine,,,,,,
Tetradecyltrimethylammonium,CCCCCCCCCCCCCC[N+](C)(C)C,14251,SURF,trimethyl(tetradecyl)azanium,10182-92-0,NA,,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",256.496,2.7857,-3.082,1,0,0.0,13,0,18,approved,DB01718,,amine,alkyl-amine,,,,,,
Tetrabutylammonium,CCCC[N+](CCCC)(CCCC)CCCC,16028,SURF,tetrabutylazanium,10549-76-5,"122544-96-1,70623-38-0,63314-37-4",,"Wong, O., Huntington, J., Konishi, R., Rytting, J. H., & Higuchi, T. (1988). Unsaturated cyclic ureas as new nontoxic biodegradable transdermal penetration enhancers I: Synthesis. Journal of pharmaceutical sciences, 77(11), 967-971.",242.46900000000002,2.187,-2.9019999999999997,1,0,0.0,12,0,17,experimental,DB01851,,amine,alkyl-amine,,,,,,
Dodecyl betaine,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-].[Na+].[Cl-],12686,SURF,sodium 2-(dodecyldimethylazaniumyl)acetate chloride,11140-78-6,"103171-41-1,128885-05-2,131131-70-9,25251-14-3,39033-74-4,683-10-3,89045-97-6",,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",329.88599999999997,-1.0691,-2.3169999999999997,3,0,40.13,13,0,17,experimental,DB07631,,amine,alkyl-amine,,,,acidic oxygen,,
"N,N-Dimethylheptanamide",CCCCCCC(=O)N(C)C,14221,SURF,"N,N-dimethylheptanamide",1115-96-4,1115-96-4,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",157.256,2.1931,-1.439,2,0,20.31,5,0,8,,,amide,,,,,,,,
"N,N-Dimethyloctanamide",CCCCCCCC(=O)N(C)C,14240,SURF,"N,N-dimethyloctanamide",1118-92-9,1118-92-9,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",171.283,2.6475,-1.709,2,0,20.31,6,0,9,,,amide,,,,,,,,
Sodium Tetradecyl Sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],23665770,SURF,sodium tetradecyl sulfate,1191-50-0,"1191-50-0,22088-37-5",,"Pandey, A., Mittal, A., Chauhan, N., & Alam, S. (2014). Role of surfactants as penetration enhancer in transdermal drug delivery system. J Mol Pharm Org Process Res, 2(113), 2-7.",316.436,2.6409,-2.571,4,0,74.81,14,0,17,experimental,DB00815,,,,,,,acidic oxygen,,
Benzalkonium chloride,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],8478,SURF,"benzyldimethyl(2-{2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy}ethyl)azanium chloride",121-54-0,"121-54-0,39362-38-4,5929-09-9",,"Moghadam, S. H., Saliaj, E., Wettig, S. D., Dong, C., Ivanova, M. V., Huzil, J. T., & Foldvari, M. (2013). Effect of chemical permeation enhancers on stratum corneum barrier lipid organizational structure and interferon alpha permeability. Molecular pharmaceutics, 10(6), 2248-2260.",448.088,2.952,-4.073,3,0,18.46,12,2,18,approved,DB11125,,amine,alkyl-amine,,,,,,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1
Cetalkonium chloride,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],31202,SURF,benzyl(hexadecyl)dimethylazanium chloride,122-18-9,"10328-34-4,122-18-9,60484-28-8,89004-36-4",,"Ibrahim, S. S. (2019). The role of surface active agents in ophthalmic drug delivery: a comprehensive review. Journal of Pharmaceutical Sciences, 108(6), 1923-1933.",396.1,5.1126,-4.945,1,0,0.0,17,1,20,approved,DB11583,,amine,alkyl-amine,,,,,Benzene,c1ccccc1
Dodecylamine,CCCCCCCCCCCCN,13583,SURF,dodecan-1-amine,124-22-1,"68155-27-1,124-22-1,126162-08-1,27177-40-8",,"Alsaqr, A., Rasoully, M., & Musteata, F. M. (2015). Investigating Transdermal Delivery of Vitamin D 3. Aaps Pharmscitech, 16(4), 963-972.",185.35299999999998,4.1967,-3.253,1,1,26.02,10,0,13,,,,amine,alkyl-amine,,,basic nitrogen,,,
Docusate calcium,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Ca+2],31407,SURF,"calcium bis(1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonate)",128-49-4,128-49-4,,"Miwa, Y., Hamamoto, H., & Ishida, T. (2016). Lidocaine self-sacrificially improves the skin permeation of the acidic and poorly water-soluble drug etodolac via its transformation into an ionic liquid. European Journal of Pharmaceutics and Biopharmaceutics, 102, 92-100.",883.2239999999999,2.3865,-3.5,7,0,118.18,18,0,22,,,,,,,,,acidic oxygen,,
Sodium lauroylsarcosinate,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],23668817,SURF,sodium 2-(N-methyldodecanamido)acetate,137-16-6,"1322-85-6,137-16-6,75195-12-9",,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",293.381,1.5191,-2.5639999999999996,4,0,60.44,12,0,14,,,amide,,,,,,acidic oxygen,,
Dimethyldioctadecylammonium,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,7880,SURF,dimethyldioctadecylazanium,14357-21-2,116466-64-9,,"Kulkarni, V. S., & Shaw, C. (2015). Essential chemistry for formulators of semisolid and liquid dosages. Academic Press.",551.06,12.28,-8.782,1,0,0.0,34,0,39,approved; experimental,DB04221,,amine,alkyl-amine,,,,,,
3-(Dodecyldimethylammonio)propanesulfonate,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],84703,SURF,3-(dodecyldimethylazaniumyl)propane-1-sulfonate,14933-08-5,"134280-89-0,14933-08-5,74812-18-3,76975-15-0,107934-23-6",,"Ullah, I., Baloch, M. K., & Durrani, G. F. (2012). Solubility of lidocaine in ionic, nonionic and zwitterionic surfactants. Journal of solution chemistry, 41(2), 215-222.",335.551,-0.8103,-2.336,4,0,65.58,15,0,20,,,,amine,alkyl-amine,,,,acidic oxygen,,
Decyltrimethylammonium,CCCCCCCCCC[N+](C)(C)C,16389,SURF,decyltrimethylazanium,15053-09-05,NA,,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",200.388,0.9681,-2.002,1,0,0.0,9,0,14,approved,DB01718,,amine,alkyl-amine,,,,,,
Sodium lauryl sulphate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3423265,SURF,sodium dodecyl sulfate,151-21-3,"8012-56-4,111726-87-5,121481-64-9,12738-53-3,12765-21-8,129203-37-8,1334-67-4,1335-72-4,152155-52-7,51222-39-0,151-21-3,58640-35-0,61711-39-5,64441-33-4,74433-77-5,57176-54-2",-2.54,"Effendy, I., Weltfriend, S., Kwangsukstith, C., Singh, P. and Maibach, H.I. (1996): Effects of all‐trans reitinoic acid and sodium lauryl sulphate on the permeability of human skin in vitro. Br. J. Dermatol, 135, 428‐432",288.383,1.7321,-2.031,4,0,74.81,12,0,15,experimental,DB00815,,,,,,,acidic oxygen,,
1-dodecylurea,CCCCCCCCCCCCNC(=O)N,75091,SURF,dodecylurea,2158-09-0,2158-09-0,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",228.378,3.9824,-3.714,3,2,55.12,11,0,12,,,amide,,,,,,,,
